time,x,y,z,x_d,y_d,z_d,vx,vy,vz,fx,fy,fz,error,power,cumulative_energy
11.811,0.309508786369113,0.0017854593790712393,0.48597598186522967,1.007538036533987,0.15697629882328704,0.5012565047721669,0.0,0.0,0.0,0.10640319504024878,-0.057219499336761445,-0.12123864725420637,0.7152359926020543,0.0,0.0
11.831,0.3095128081766983,0.001793104465026042,0.485974213940984,1.011303706896405,0.23527078329628776,0.5018845091334967,0.00020109037926485662,0.00038225429774013274,-8.839621228329264e-05,-0.0697040028390974,0.0068948988036307704,0.10608195780079932,0.7397806631234425,-2.075844292820833e-05,-4.151688585641666e-07
11.853,0.3095160514249651,0.001792825985176677,0.485967294480014,1.0188216626637028,0.39108616260057577,0.5031395259764656,0.000147420375762824,-1.2658174971133056e-05,-0.0003145209531808423,0.029545185232856024,-0.002666047057928337,-0.12281462727596856,0.8092951486339687,4.301708323453791e-05,5.312069725956674e-07
11.871,0.3095160514249651,0.001792825985176677,0.485967294480014,1.0188216626637028,0.39108616260057577,0.5031395259764656,0.0,0.0,0.0,0.029545185232856024,-0.002666047057928337,-0.12281462727596856,0.8092951486339687,0.0,5.312069725956674e-07
11.891,0.3095221623087911,0.0017995250005487446,0.48596445285177825,1.0263128718184567,0.5453581034913586,0.5043925598275372,0.00030554419130079946,0.0003349507686033768,-0.00014208141178861933,0.014360507545977664,0.027846426994593585,-0.058825156569563795,0.8997691062806222,2.2072913083591915e-05,9.726652342675056e-07
11.912,0.3095221623087911,0.0017995250005487446,0.48596445285177825,1.0263128718184567,0.5453581034913586,0.5043925598275372,0.0,0.0,0.0,0.014360507545977664,0.027846426994593585,-0.058825156569563795,0.8997691062806222,0.0,9.726652342675056e-07
11.931000000000001,0.30952823522072787,0.0018034154708343464,0.4859571516877348,1.033766688942547,0.6974777650980788,0.5056428192436742,0.0003196269440406291,0.0002047615939790418,-0.00038427179176108394,-0.10627408792327976,1.5848442237636832e-05,0.1416565115637483,1.0044260371405076,-8.839941831455465e-05,-7.069237137090325e-07
11.951,0.30952823522072787,0.0018034154708343464,0.4859571516877348,1.033766688942547,0.6974777650980788,0.5056428192436742,0.0,0.0,0.0,-0.10627408792327976,1.5848442237636832e-05,0.1416565115637483,1.0044260371405076,0.0,-7.069237137090325e-07
11.971,0.3095342214058953,0.0018103494106666133,0.4859527009247392,1.0374762629171452,0.7725424859373725,0.5062666616782152,0.00029930925837251543,0.0003466969916133449,-0.00022253814978001607,0.09234514958496963,-0.014719684504473488,-0.0803020379301447,1.0603491401779326,4.040675484591681e-05,1.0121138320930373e-07
11.991,0.3096440237478063,0.0033039189905296282,0.48591812340969937,1.0411725217539765,0.8468448006132308,0.5068895145342319,0.005490117095549585,0.07467847899315075,-0.0017288757519912101,-0.6159947269658721,23.6397072011141,1.1464611267070433,1.1167519696018742,1.7600134055987857,0.035200369323358925
12.011,0.3096440237478063,0.0033039189905296282,0.48591812340969937,1.0485198461590814,0.9928697265869507,0.5081318582597442,0.0,0.0,0.0,-0.6159947269658721,23.6397072011141,1.1464611267070433,1.235180723021487,0.0,0.035200369323358925
12.031,0.3098654853906904,0.009034621859704835,0.4859466484862263,1.0485198461590814,0.9928697265869507,0.5081318582597442,0.01107308214420566,0.2865351434587603,0.0014262538263476454,-0.553910473713541,14.15940086282781,-0.8781151062078917,1.2304608736195257,4.049780046314293,0.11619597024964479
12.051,0.3098654853906904,0.009034621859704835,0.4859466484862263,1.055798221207846,1.1349762493488693,0.5093690657292862,0.0,0.0,0.0,-0.553910473713541,14.15940086282781,-0.8781151062078917,1.2905159424900077,0.0,0.11619597024964479
12.071,0.3100908189394686,0.016098404799000147,0.4860499983373706,1.055798221207846,1.1349762493488693,0.5093690657292862,0.01126667743890919,0.3531891469647656,0.005167492557214826,-0.19441965253972676,9.445336565599217,-0.6887485561334069,1.3448088859486473,3.330240797848534,0.18280078620661547
12.091,0.31027732645957345,0.02398363363969293,0.48613169261198563,1.059408316315407,1.2043841852542894,0.5099854990257203,0.009325376005242525,0.3942614420346392,0.004084713730750922,-0.3206481889128375,5.748944155315852,0.1939884681441263,1.398253090929839,2.264389235283862,0.2280885709122927
12.111,0.31027732645957345,0.02398363363969293,0.48613169261198563,1.062997303931061,1.2726035393759276,0.5106003554961027,0.0,0.0,0.0,-0.3206481889128375,5.748944155315852,0.1939884681441263,1.4581624562951745,0.0,0.2280885709122927
12.131,0.31039972640960983,0.032414046816325565,0.48617388717300913,1.0665639089045975,1.3395669874474956,0.511213538047469,0.006119997501818908,0.42152065883163164,0.0021097280511750416,0.28878202572876505,2.7519311428761757,-0.3916028215867936,1.510317868928572,1.16093699822286,0.2513073108767499
12.151,0.31039972640960983,0.032414046816325565,0.48617388717300913,1.0701068640382518,1.405208444630329,0.5118249498511862,0.0,0.0,0.0,0.28878202572876505,2.7519311428761757,-0.3916028215867936,1.5691964092011987,0.0,0.2513073108767499
12.171,0.31044741269453835,0.04119689244609684,0.4861767867464768,1.0736249105369358,1.4694631307311838,0.5124344943582427,0.0023843142464258227,0.4391422814885637,0.00014497867338314485,0.14313082885190176,1.8451496816449637,0.17932498081641168,1.6195906297108047,0.810650508057624,0.26752032103790235
12.191,0.31044741269453835,0.04119689244609684,0.4861767867464768,1.0771167984554793,1.5322676341324408,0.5130420753144949,0.0,0.0,0.0,0.14313082885190176,1.8451496816449637,0.17932498081641168,1.6768409726345446,0.0,0.26752032103790235
